ticket_id,customer_id,ticket_text,team,case_type,created_at
TKT80458,SUB101396,"Hi, Port-in is stuck and I am being billed for both numbers Please respond quickly.",SIM_Activation,ambiguous,2026-08-03 15:30:00
TKT80459,SUB102132,"Hi, The connection keeps disconnecting every few minutes Kindly resolve and activation is also a problem",Network,noisy,2026-08-02 11:36:00
TKT80460,SUB100393,"Please help. My new SIM is not activating, please help Please respond quickly and the signal is also a problem",SIM_Activation,noisy,2026-08-01 22:20:00
TKT80461,SUB103123,"Dear support, Very poor coverage inside my office building Kindly resolve.",SIM_Activation,reassigned,2026-08-05 15:05:00
TKT80462,SUB103034,4G is not working since yesterday morning Kindly resolve.,Network,standard,2026-08-01 15:43:00
TKT80463,SUB102931,Please help. Port-in request is still showing as pending This is the second time I am writing and the charges is also a problem,SIM_Activation,noisy,2026-08-03 22:54:00
TKT80464,SUB100229,"Dear support, Activation OTP is not arriving on my phone Kindly resolve and the charges is also a problem",SIM_Activation,noisy,2026-08-04 04:39:00
TKT80465,SUB100750,"Hi, The eSIM QR code is not being accepted",SIM_Activation,standard,2026-08-04 20:25:00
TKT80466,SUB102012,"Hi, I was billed twice for the same recharge My number is registered with you.",Billing,standard,2026-08-05 14:37:00
TKT80467,SUB103121,"Dear support, There is a charge on my bill I do not recognise",Billing,standard,2026-08-02 04:21:00
TKT80468,SUB101741,My invoice is higher than usual this month Awaiting your reply.,Billing,standard,2026-08-05 10:21:00
TKT80469,SUB102697,Urgent: My invoice is higher than usual this month Thanks and the signal is also a problem,Billing,noisy,2026-08-02 00:23:00
TKT80470,SUB100755,"Dear support, The connection keeps disconnecting every few minutes This is the second time I am writing.",Network,standard,2026-08-02 22:00:00
TKT80471,SUB101625,"Good morning, My bill shows roaming charges I never used Awaiting your reply and the signal is also a problem",Billing,noisy,2026-08-03 16:49:00
TKT80472,SUB102355,Urgent: 4G is not working since yesterday morning,Network,standard,2026-08-03 21:36:00
TKT80473,SUB102593,Please help. My bill shows roaming charges I never used Kindly resolve.,Billing,standard,2026-08-05 20:17:00
TKT80474,SUB102836,I was billed twice for same recharge Please respond quickly and my new SIM is also a problem,Billing,noisy,2026-08-05 08:04:00
TKT80475,SUB100398,"Dear support, The refund for duplicate payment has not arrived Thanks.",Billing,standard,2026-08-05 05:42:00
TKT80476,SUB102891,Urgent: Activation OTP is not arriving on my phone Thanks.,SIM_Activation,standard,2026-08-03 20:43:00
TKT80477,SUB102297,"Hello team, I am porting out unless you can offer something better Thanks.",Retention,standard,2026-08-05 20:50:00
TKT80478,SUB102500,"Hi, The connection keeps disconnecting every few minutes",Network,standard,2026-08-02 05:41:00
TKT80479,SUB100995,"Dear support, Can I add an international pack to my plan Thanks.",Plan_Change,standard,2026-08-03 21:39:00
TKT80480,SUB102306,"Dear support, The eSIM QR code is not being accepted Please respond quickly and my plan is also a problem",SIM_Activation,noisy,2026-08-01 10:04:00
TKT80481,SUB101443,"Hi, The eSIM QR code is not being accepted My number is registered with you.",SIM_Activation,standard,2026-08-05 17:01:00
TKT80482,SUB102993,"Hello team, I am porting out unless you can offer something better Thanks.",Retention,standard,2026-08-01 19:26:00
TKT80483,SUB103185,There is a charge on my bill I do not recognise Kindly resolve.,Billing,standard,2026-08-05 06:13:00
TKT80484,SUB101935,I want to cancel my connection at the end of the month My number is registered with you.,Retention,standard,2026-08-01 13:59:00
TKT80485,SUB101561,I changed my plan but now the internet does not work My number is registered with you.,Network,ambiguous,2026-08-02 09:25:00
TKT80486,SUB102582,"Good morning, I was billed twice for the same recharge My number is registered with you.",Billing,standard,2026-08-02 04:14:00
TKT80487,SUB101834,"Hi, I have decided to leave, what is the disconnection process This is the second time I am writing.",Retention,standard,2026-08-03 07:59:00
TKT80488,SUB100146,Please help. What plans do you have with more data and the network is also a problem,Plan_Change,noisy,2026-08-03 19:20:00
TKT80489,SUB100903,"Hi, My invoice higher than usual this month This is the second time I am writing.",Billing,standard,2026-08-01 08:48:00
TKT80490,SUB100830,"Please close my account, I am moving to another operator Thanks.",Retention,standard,2026-08-04 07:05:00
TKT80491,SUB102604,"Hi, Give me a reason to stay or I am switching Please respond quickly.",Retention,standard,2026-08-01 16:18:00
TKT80492,SUB100385,"Hello team, My bill shows roaming charges I never used Kindly resolve.",Billing,standard,2026-08-04 10:56:00
TKT80493,SUB101476,"Hello team, Cancel my postpaid connection immediately Kindly resolve.",Billing,reassigned,2026-08-05 13:17:00
TKT80494,SUB101948,Please help. My bill shows roaming charges I never used This is the second time I am writing.,Billing,standard,2026-08-01 23:45:00
TKT80495,SUB102192,"Hi, I want to change my plan before the next cycle This is the second time I am writing.",Plan_Change,standard,2026-08-03 04:24:00
TKT80496,SUB100523,"Good morning, Calls keep dropping in the Noida area Please respond quickly.",SIM_Activation,reassigned,2026-08-01 12:16:00
TKT80497,SUB102471,Please help. There is a charge on my bill I do not recognise,Plan_Change,reassigned,2026-08-03 23:21:00
TKT80498,SUB101763,"Please close my account, I am moving to another operator This is the second time I am writing.",Retention,standard,2026-08-03 06:03:00
TKT80499,SUB101469,Urgent: Give me a reason to stay or I am switching My number is registered with you.,Billing,reassigned,2026-08-01 05:46:00
TKT80500,SUB102808,"Hi, My invoice is higher than usual this month Awaiting your reply.",Billing,standard,2026-08-05 19:43:00
TKT80501,SUB101882,"Hello team, The connection keeps disconnecting every few minutes My number is registered with you.",Network,standard,2026-08-03 12:07:00
TKT80502,SUB100450,Urgent: Give me a reason to stay or I am switching This is the second time I am writing.,Billing,reassigned,2026-08-01 04:49:00
TKT80503,SUB101304,Urgent: I want to change my plan before the next cycle My number is registered with you.,Billing,reassigned,2026-08-04 22:54:00
TKT80504,SUB101500,"Hi, Can I add an international pack to plan Thanks.",Plan_Change,standard,2026-08-03 15:32:00
TKT80505,SUB102408,"Urgent: My new SIM is not activating, please help Awaiting your reply.",SIM_Activation,standard,2026-08-05 12:09:00
TKT80506,SUB102849,I was billed twice for the same recharge This is the second time I am writing.,Billing,standard,2026-08-04 16:41:00
TKT80507,SUB101175,"Hi, I inserted the new SIM but there is no service Please respond quickly.",SIM_Activation,standard,2026-08-02 20:13:00
TKT80508,SUB101598,"Hi, Activation OTP is not arriving on phone Kindly resolve.",SIM_Activation,standard,2026-08-05 17:54:00
TKT80509,SUB100243,"Hi, Please switch my account from prepaid to postpaid My number is registered with you.",Plan_Change,standard,2026-08-03 08:53:00
TKT80510,SUB100688,Please help. My new plan shows the wrong price on my bill My number is registered with you.,Billing,ambiguous,2026-08-05 18:38:00
TKT80511,SUB100530,I would like to downgrade my monthly pack Awaiting your reply.,Plan_Change,standard,2026-08-01 14:29:00
TKT80512,SUB100765,"Hi, Internet speed has dropped badly this week",SIM_Activation,reassigned,2026-08-01 10:26:00
TKT80513,SUB100416,Please help. I would like to downgrade my monthly pack My number is registered with you.,Plan_Change,standard,2026-08-04 16:16:00
TKT80514,SUB101785,"Good morning, I was billed twice for the same recharge My number is registered with you.",Billing,standard,2026-08-04 11:41:00
TKT80515,SUB102009,Please help. I want to upgrade to a larger data plan Awaiting your reply.,Plan_Change,standard,2026-08-01 18:01:00
TKT80516,SUB102612,Please help. There is no signal at my home in Pune Please respond quickly.,Network,standard,2026-08-05 17:56:00
TKT80517,SUB102260,Please help. What plans do you have with more data Kindly resolve.,Plan_Change,standard,2026-08-04 14:04:00
TKT80518,SUB100079,I want to upgrade to a larger data plan This is the second time I am writing.,Plan_Change,standard,2026-08-05 05:43:00
TKT80519,SUB103157,Urgent: 4G is not working since yesterday morning,Network,standard,2026-08-04 16:44:00
TKT80520,SUB101148,"Dear support, Activation OTP is not arriving on my phone Kindly resolve.",SIM_Activation,standard,2026-08-05 16:00:00
TKT80521,SUB102667,"Hi, I was billed twice for the same recharge Awaiting your reply.",Billing,standard,2026-08-04 02:43:00
TKT80522,SUB101300,"Good morning, The eSIM QR code is not being accepted This is the second time I am writing and my plan is also a problem",SIM_Activation,noisy,2026-08-03 11:12:00
TKT80523,SUB100687,"Dear support, Give me a reason to stay or I am switching Awaiting your reply.",Retention,standard,2026-08-01 11:28:00
TKT80524,SUB100848,"Good morning, Port-in is stuck and I am being billed for both numbers Awaiting your reply.",SIM_Activation,ambiguous,2026-08-02 15:27:00
TKT80525,SUB102078,"Dear support, Activation OTP is not arriving on my phone Please respond quickly.",Network,reassigned,2026-08-04 16:52:00
TKT80526,SUB100002,"Hi, Can I add an international pack to my plan",Plan_Change,standard,2026-08-04 06:01:00
TKT80527,SUB100564,Please help. Slow internet and my bill went up too Awaiting your reply.,Billing,ambiguous,2026-08-05 16:52:00
TKT80528,SUB100186,"Hi, Please switch account from prepaid to postpaid Please respond quickly and my bill is also a problem",Plan_Change,noisy,2026-08-05 11:21:00
TKT80529,SUB100313,I want to cancel my connection at the end of the month Kindly resolve.,Billing,reassigned,2026-08-04 22:58:00
TKT80530,SUB100845,"Please close my account, I am moving to another operator Kindly resolve.",Retention,standard,2026-08-04 21:32:00
TKT80531,SUB100431,Please help. The refund for my duplicate payment has not arrived My number is registered with you.,Billing,standard,2026-08-05 06:15:00
TKT80532,SUB100766,"Good morning, Port-in request is still showing as pending Awaiting your reply.",SIM_Activation,standard,2026-08-03 13:40:00
TKT80533,SUB100692,"Hi, Calls keep dropping in the Noida area Please respond quickly.",Network,standard,2026-08-01 21:10:00
TKT80534,SUB100875,"Dear support, My new SIM is not activating, please help Please respond quickly.",SIM_Activation,standard,2026-08-04 19:42:00
TKT80535,SUB101133,I would like to downgrade my monthly pack,Plan_Change,standard,2026-08-02 06:59:00
TKT80536,SUB102280,There is no signal at my home in Pune Thanks.,Network,standard,2026-08-01 10:01:00
TKT80537,SUB102684,Urgent: The refund for my duplicate payment has not arrived Kindly resolve and my plan is also a problem,Billing,noisy,2026-08-04 11:58:00
TKT80538,SUB102387,Please help. The refund for my duplicate payment has not arrived is the second time I am writing.,Plan_Change,reassigned,2026-08-05 07:09:00
TKT80539,SUB101909,"Hello team, I want to change my plan before the next cycle Thanks.",Plan_Change,standard,2026-08-01 11:25:00
TKT80540,SUB102945,"Dear support, Please explain the extra amount on my invoice Kindly resolve.",Billing,standard,2026-08-01 11:13:00
TKT80541,SUB102476,"Dear support, There is no signal at my home in Bengaluru Thanks and my bill is also a problem",SIM_Activation,reassigned,2026-08-03 22:48:00
TKT80542,SUB102748,"Hi, Please switch account from prepaid to postpaid Please respond quickly.",Plan_Change,standard,2026-08-02 14:21:00
TKT80543,SUB102348,"Good morning, I want to upgrade to a larger data plan Kindly resolve.",Billing,reassigned,2026-08-03 04:12:00
TKT80544,SUB102991,"Hi, What plans do you have with more data",Plan_Change,standard,2026-08-05 15:53:00
TKT80545,SUB101178,Urgent: I want to change my plan before the next cycle Thanks.,Plan_Change,standard,2026-08-04 18:05:00
TKT80546,SUB101167,"Good morning, Please close my account, I am moving to another operator Please respond quickly.",Retention,standard,2026-08-05 19:03:00
TKT80547,SUB100902,"Good morning, The eSIM QR code is not being accepted This is the second time I am writing.",SIM_Activation,standard,2026-08-01 07:36:00
